"","MonthlyIncome","ID"
"1",5463.40771125252,871
"2",2852.69570679359,872
"3",16133.0506777134,873
"4",2953.02103045712,874
"5",3116.32890708393,875
"6",4321.04745642816,876
"7",4997.60954670961,877
"8",2173.09095526144,878
"9",3054.00114413939,879
"10",14578.0465594298,880
"11",8880.59279589408,881
"12",2846.35249403807,882
"13",5006.98833369597,883
"14",4716.71131657334,884
"15",5442.66529413573,885
"16",4432.10576222565,886
"17",4758.02084830062,887
"18",4900.72691519113,888
"19",4776.30341618575,889
"20",2795.28276625137,890
"21",4948.82985430203,891
"22",8880.10057299026,892
"23",7801.5998902143,893
"24",4834.77004322359,894
"25",9867.4109721556,895
"26",8719.99699036566,896
"27",7236.65134825733,897
"28",12756.3778753475,898
"29",5111.92460311978,899
"30",2826.7750238704,900
"31",2875.18362533289,901
"32",5208.14962665728,902
"33",6263.30995399105,903
"34",3186.46689764194,904
"35",14565.0720254183,905
"36",4822.47447409041,906
"37",9511.77810937007,907
"38",5100.27301450268,908
"39",2604.24667054818,909
"40",2446.7181692081,910
"41",24840.306568361,911
"42",2757.05989622545,912
"43",2940.18716689047,913
"44",8856.57979783354,914
"45",4885.15988991027,915
"46",4388.69644020547,916
"47",2888.17953906144,917
"48",4790.34314325389,918
"49",2732.02921918316,919
"50",3293.59329530673,920
"51",2756.93142759231,921
"52",2610.61195047756,922
"53",4734.75209322118,923
"54",5162.44439258216,924
"55",16288.9943670671,925
"56",3196.49050898868,926
"57",5008.53621401266,927
"58",9746.95923393446,928
"59",2554.3121349621,929
"60",2642.33185301026,930
"61",5729.25851010044,931
"62",8265.8861505042,932
"63",9285.31211865237,933
"64",2680.16510038966,934
"65",2525.73306525515,935
"66",2332.8378530437,936
"67",9266.93592730036,937
"68",7273.0284713089,938
"69",5212.59728473117,939
"70",2959.17690006194,940
"71",2765.76525064148,941
"72",9583.30093507485,942
"73",11876.56794531,943
"74",5023.64469663306,944
"75",2687.04013460186,945
"76",4680.59991338583,946
"77",2377.89113872064,947
"78",2855.08369809051,948
"79",2516.01814693684,949
"80",4527.08056248391,950
"81",2816.2837576451,951
"82",5615.39624546172,952
"83",4867.55817465079,953
"84",2620.79663708565,954
"85",5021.34841943886,955
"86",7172.88292331672,956
"87",8771.60923285578,957
"88",3259.94793439946,958
"89",8244.93195180984,959
"90",28040.3922649378,960
"91",3001.8425141425,961
"92",5832.88790238253,962
"93",4998.83939759199,963
"94",5056.76903115194,964
"95",2504.43027871443,965
"96",26614.2023959917,966
"97",2831.5361178861,967
"98",9184.58186113911,968
"99",13976.1642549061,969
"100",2738.5114623406,970
"101",5115.60476147867,971
"102",4824.48343969252,972
"103",2541.87806785882,973
"104",2442.25041363114,974
"105",4689.37854518325,975
"106",2358.97882495882,976
"107",4568.75829527668,977
"108",2544.83676337701,978
"109",9246.26238754227,979
"110",22616.3858478143,980
"111",3285.80132747397,981
"112",9297.01739247866,982
"113",3243.96327837832,983
"114",2767.07272868812,984
"115",5527.97895421216,985
"116",2553.9908838606,986
"117",2376.2496681052,987
"118",4929.97796948952,988
"119",8352.65748400682,989
"120",2747.64038055295,990
"121",4852.92816459023,991
"122",2632.93762468427,992
"123",5086.56576151845,993
"124",5013.63648916556,994
"125",4619.70759165789,995
"126",5413.13778871169,996
"127",2758.98336989153,997
"128",16575.5285394922,998
"129",9815.08039470141,999
"130",2443.67972805732,1000
"131",5085.99141834982,1001
"132",5353.85384563766,1002
"133",4784.66376446736,1003
"134",4925.01053376396,1004
"135",3316.27636676699,1005
"136",4671.27687413274,1006
"137",3122.53502033678,1007
"138",5381.05857792995,1008
"139",27855.1131474379,1009
"140",5557.35381544366,1010
"141",7371.07190960295,1011
"142",5178.73303896555,1012
"143",5589.93320425402,1013
"144",4337.99688496206,1014
"145",4597.61859152153,1015
"146",3054.19434983238,1016
"147",3036.20929303606,1017
"148",9574.39539954747,1018
"149",9324.76903898181,1019
"150",2224.27991453722,1020
"151",5678.17961033689,1021
"152",4828.37313214218,1022
"153",5393.96302292665,1023
"154",9518.98414848173,1024
"155",15664.9260916724,1025
"156",18929.5132394511,1026
"157",4337.40830034159,1027
"158",4823.14537304908,1028
"159",5036.68301564054,1029
"160",8446.51526559968,1030
"161",4950.6811565104,1031
"162",2691.80894196578,1032
"163",8322.28991673582,1033
"164",2614.33719740091,1034
"165",4834.76590237944,1035
"166",2189.44954984391,1036
"167",4687.01633649126,1037
"168",8879.20885990585,1038
"169",8204.84057865941,1039
"170",5264.67470834193,1040
"171",2303.5358959285,1041
"172",3034.73110503242,1042
"173",9137.08400431949,1043
"174",5714.21420343884,1044
"175",2593.65519105868,1045
"176",2660.66439936451,1046
"177",4609.57654881901,1047
"178",8950.32891889861,1048
"179",2393.58488244909,1049
"180",4827.79479248988,1050
"181",8186.5009894669,1051
"182",2590.01703161523,1052
"183",5289.63990230518,1053
"184",3182.68404386152,1054
"185",2478.89419412919,1055
"186",2663.60294203888,1056
"187",4861.23770720146,1057
"188",17027.0789138996,1058
"189",4581.96556966334,1059
"190",3046.77152034741,1060
"191",5447.55693759034,1061
"192",5206.23532854306,1062
"193",5388.8803832862,1063
"194",2560.0412440034,1064
"195",4759.16793905415,1065
"196",2604.07305876767,1066
"197",3033.85275742923,1067
"198",27789.4360857617,1068
"199",4937.43861819084,1069
"200",3209.39860758562,1070
"201",3154.6149178341,1071
"202",5200.71093122861,1072
"203",2651.83657698514,1073
"204",4543.41619204035,1074
"205",5785.77594699643,1075
"206",22592.0903912158,1076
"207",27646.9013435084,1077
"208",5039.7579996279,1078
"209",4563.16750168847,1079
"210",4772.66878459464,1080
"211",2831.49006789649,1081
"212",2569.60503539352,1082
"213",2727.44017993602,1083
"214",5969.01654161041,1084
"215",7494.67952154569,1085
"216",10122.4787740232,1086
"217",5224.78866721191,1087
"218",3011.99520518996,1088
"219",2679.07912610371,1089
"220",4429.70256985534,1090
"221",5298.15400551796,1091
"222",5834.62804786376,1092
"223",8507.09846191778,1093
"224",5379.46098349994,1094
"225",4296.05354620221,1095
"226",5464.20638772241,1096
"227",2980.12861291892,1097
"228",2354.45018198356,1098
"229",2688.38802598812,1099
"230",4372.42783482537,1100
"231",24946.3885122299,1101
"232",5386.44467113366,1102
"233",5285.20328746321,1103
"234",9548.73991361474,1104
"235",2783.06865278448,1105
"236",2636.0148546417,1106
"237",3206.39115200391,1107
"238",4835.48781201622,1108
"239",4735.56933140128,1109
"240",5054.43635813077,1110
"241",4643.33792266336,1111
"242",9335.4147450946,1112
"243",8243.14850045169,1113
"244",4992.13867240103,1114
"245",10626.5347211391,1115
"246",3011.45371179584,1116
"247",4679.81955863766,1117
"248",4995.1863493166,1118
"249",8532.54129937031,1119
"250",2957.17098741826,1120
"251",8640.75506749999,1121
"252",13655.8939266401,1122
"253",5216.86293291497,1123
"254",16103.5062725259,1124
"255",2696.4520744295,1125
"256",2326.34605862712,1126
"257",2592.13325672427,1127
"258",5446.40282655917,1128
"259",16225.2062557452,1129
"260",2810.47229103712,1130
"261",9517.76814522187,1131
"262",17400.8540023033,1132
"263",4764.4329038544,1133
